,Unnamed: 0.1,Unnamed: 0,simplified_text,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,section_number,section_title,section_chapter,section_text,score
440,440,440,"If someone is relieved from being disqualified for something, it means the disqualification is still there but it's put on hold as long as the situation causing the relief continues. 
If someone is disqualified for doing something wrong and then asks for special benefits (like maternity leave), the disqualification is put on hold while they are getting those special benefits.",42.73651639344263,14.875491803278688,,17.445901639344264,17.833278688524594,13.207868852459017,60.00819672131148,9.0,0.8982710242271423,,2.573529411764706,0.25,0.5147058823529411,0.0441176470588235,5.098360655737705,4.0,3.2678509408427407,30.5,30.5,0.5,1.5737704918032789,1.0,1.1082258217151193,61,41,0.6721311475409836,319,2,7.1.2.2,Relief from disqualification,Chapter 7 - Misconduct,"If a claimant receives relief from a disqualification, the  disqualification is still present but is suspended while the situation that  gives relief exists.\nIf a claimant is disqualified due to misconduct and requests  special benefits (maternity, parental, sickness, compassionate care, family caregiver benefits),  the disqualification is suspended during the period for which the claimant is  otherwise entitled to special benefits.",0.9983608
441,441,441,"If someone got fired for doing something wrong but then worked enough hours to qualify for unemployment benefits, they can start a new period of eligibility to receive benefits without any penalties.",42.16750000000002,15.3275,,20.3,19.003125000000004,13.777499999999996,63.25,10.0,,,2.735294117647059,0.0,0.5,0.0,5.1875,5.0,2.709214600211656,32.0,32.0,0.0,1.5625,1.0,0.9333240326917548,32,29,0.90625,168,1,7.1.2.3,Re-Qualifying for benefits,Chapter 7 - Misconduct,"If, since the dismissal due to misconduct, a claimant has accumulated  a sufficient number of hours of insurable employment to establish a claim (EIA 7),  a new benefit period can be established free of disqualification.",0.96810395
442,442,442,"The law allows the payment of benefits according to the rules set by the Act, Regulations, and legal decisions. A Commission officer investigates why someone lost their job to decide if they can get benefits.

If someone is let go for doing something wrong, the Commission needs to prove with evidence that the reason for losing the job is also the reason they no longer meet the job requirements. This proof must show that the person was dismissed for a valid reason, not just an excuse. The officer's decision is fair and based on facts, not guesses or unclear claims. 

To make a decision on benefits, the officer has to:

1. Collect information from different sources like the employer and the person claiming benefits.
2. Look at the evidence without any bias.
3. Decide based on the strongest evidence available.",73.09405172413796,6.66637931034483,9.642632912329528,9.386206896551723,7.356068965517238,9.044413793103445,38.63793103448276,3.5,0.6647698829571406,0.7064208649098873,2.186082965881728,0.7557925170411905,0.5366863683272353,0.06358353480245,4.572413793103448,4.0,2.5750656572445094,14.5,15.0,8.369587803470372,1.406896551724138,1.0,0.709507373771679,145,92,0.6344827586206897,683,10,7.2.0,A three-step process,Chapter 7 - Misconduct,"The legislation authorizes the payment of benefits within  the framework established by the Act, Regulations and jurisprudence.  It is the responsibility of a Commission  officer to adjudicate the reason for separation in order to determine  entitlement to benefits. \nIn finding that a claimant has lost their employment by  reason of misconduct, the Commission must show beyond the balance of probabilities,  that the action for which the claimant lost their employment is the same action  that caused the claimant to no longer meet a required condition of  employment.  To support a finding of  misconduct and uphold the imposition of a disqualification, the action must be  the real reason for the dismissal and not just an excuse.  The officer's decision is not arbitrary, nor  is it based on assumptions or vague allegations. To determine entitlement, the  officer follows a specific process involving three steps:\n\n gather relevant information from various sources  (including the employer and the claimant) \nevaluate the evidence without prejudice \nmake a decision based on the weight of evidence",0.99235207
443,443,443,"The Commission's job is to gather information to figure out if someone lost their job because of something they did wrong. They let the person who lost the job and the employer explain what happened. The goal is to make a decision fairly and quickly according to the law.

First, the person who lost the job usually tells their side of the story when they apply for benefits. Then, someone from the Commission talks to the employer to hear their side of the story. If needed, the person who lost the job can respond or clarify things. They might even talk to other people who know about the situation.

The Commission looks into each case to understand what happened. For example, if there are signs that the person lost their job due to difficult situations like harassment or violence, they will be offered help and understanding, especially if the person needs to talk to someone of the same gender.

The person who lost their job doesn't need to share more information than they're comfortable with. The Commission will ask for basic info and will be respectful. Sometimes, they might talk to others who know about the situation. They aim to be kind and professional throughout.

The Commission asks the employer for details about why the person lost their job. They consider both sides of the story without revealing one side to the other without permission.

Both the person who lost the job and the employer need to be honest and provide proof for what they're saying. If there are differences in their stories, it will be noted, and both sides get the chance to respond. The final say always goes to the person who lost their job.

The information given to the Commission is not guaranteed to be kept private. However, the person sharing the info is protected by the law. The Commission doesn't give legal advice and should only disqualify someone from benefits as a last resort if they can't get the needed information.

Decisions are made based on what seems most likely to have happened, with a focus on the credibility of the evidence.",76.35526859504134,6.708360881542699,10.33465798735191,10.456749311294766,8.216115702479335,9.117134986225892,35.23278236914601,3.090909090909091,0.8352689515976679,0.8577541500329972,2.493283381580396,0.4966634085585153,0.4777403501659794,0.04419130309,4.542699724517906,4.0,2.3949488594354618,16.5,14.5,6.740312914236117,1.3443526170798898,1.0,0.7118747275520536,363,160,0.4407713498622589,1699,22,7.2.1,Step one: Gather relevant information from various sources,Chapter 7 - Misconduct,"It is the Commission's responsibility  to gather all of the information required to determine whether or not the  claimant lost their employment by reason of their own misconduct.  In doing so, the Commission shall, as  specified in section 51 of the EI Act:\n\ngive the claimant and the employer the opportunity to provide information as to the reasons for the loss of employment\nif the information is provided, take it into account in determining the claim\n\nThe officer's role is to  gather all the relevant information so a decision can be made within the  legislative framework required without delay. This means that all interested  parties are given the opportunity to provide information on the reasons for the  separation, and to rebut the version provided by the other party, if necessary. \nThe first statement regarding the reason for separation often  comes from the claimant when providing information on their application for benefits.\nFact-finding by the  officer with the employer will then take place to obtain the employer's version  of the reason for separation.  This will  be followed with a rebuttal or clarification by the claimant, if necessary, or  even fact-finding with anyone else who may be able to shed light on the loss of  employment. Naturally, to the extent possible, the information will be sought  from those directly involved or eyewitness to the events, particularly if there  are discrepancies between versions already obtained. \nFor example the employer's bookkeeper  may have completed the ROE and be identified as the point of  contact, when in reality the bookkeeper completed the form at the direction of  the person who actually dismissed the claimant and the bookkeeper's information is  only indirect.\nThe officer will adapt their fact-finding to the specific circumstances of  the case; for example, if there are indications the dismissal was related to  trauma or incidents resulting from harassment, abuse or violence. The  Commission's policy in such a situation is to offer the claimant the  opportunity to speak to an officer of the same gender to provide the  information needed for processing the claim. \n An officer must not expect an alleged victim of violence to openly discuss  the events that took place, to have kept a record of the steps taken to remedy  the situation or to have taken an approach that lends itself to supporting a  claim for EI benefits.\n The officer will endeavour to obtain only the basic information the claimant  agrees to provide and will, of course, be discreet and considerate. In some  cases, the officer may consider gathering testimony from other persons who, in  the claimant's opinion, are familiar with the situation. Every effort must be  made to deal with the claimant in a compassionate, professional and reassuring  manner.\n The officer will ask the employer to provide required information on the  reason for separation. The officer will simply take the employer's version, and  at no time at this stage in the gathering of facts will the officer reveal to the  employer the account given by the claimant unless the claimant agrees to such  disclosure or the employer mentions the details specifically.\n Both employers and claimants alike are expected to act in good faith and submit evidence in support of their  allegations.\nThe statements of both the claimant and employer are reviewed and  compared.  Any discrepancies,  contradictions, or additional information given or required are noted. The  other party (claimant or employer) is then given the opportunity to  respond.  Final rebuttal will always be  given to the claimant.  There must be no  allegations on file that have not been presented to the claimant with an  opportunity for explanation or clarification. \nThe officer cannot guarantee confidentiality to the person providing the information. They can, however, stress that the legislation provides that any person who gives the Commission written, oral or documentary evidence required for the proper determination of the entitlement to benefits, the giving of the evidence is an occasion of qualified privilege (EIA 129).\nThe Commission must not rely on this specific provision as a means to  obtain facts. The officer must never offer advice as to whether this provision  would protect the information provided, in any specific case. If the person  providing the information wishes to seek legal counsel regarding the  applicability of this provision prior to releasing the information, a  reasonable period of time will be allowed. \nWhile a disentitlement due to lack of information  can be imposed, this should be considered only as a last resort when reasonable  attempts to obtain the relevant information have been unsuccessful. A disentitlement  must never be imposed when a claimant has acted in good faith and frankly disclosed all the information they have.  Even if the situation remains ambiguous,  whether because the employer chooses not to disclose certain facts or the  employer's version is different, the officer relies solely on the balance of  probabilities, with particular attention given to the credibility of the  evidence (Digest 7.2.3).",0.99194807
444,444,444,"To figure out if an employee was fired for a serious reason, the employer needs to tell the Commission why the employee was let go. They need to explain what the employee did wrong that led to them being fired, why they thought it was bad enough to fire them, if it broke any work rules or agreements, what proof they had to show the employee did something wrong, if the employee knew the rules beforehand, what the employee said about what happened, and if the employer knew about the problem before they fired the employee and why they waited. Crimes or work rule violations don't usually change how this information is gathered. Sometimes it's hard to get all the facts, like if there's a court case going on. The officer will ask the employer to give detailed reasons for firing the employee. Unless a court says not to, the employer should share enough information without harming legal actions against the employee. It's not always necessary to give all the details or names of witnesses. Sometimes, the employer might not have much information, especially if a problem happened outside of work. Just stating the charges without more details usually isn't enough to explain why the employee was fired. Depending on the situation, a newspaper report can be used if there's no direct information. If employers refuse to explain why they fired someone, they might end up paying the employee unemployment benefits.",63.84042625424368,9.797698981516408,12.719339214003902,13.908864579404,11.765126367408527,10.614273858921162,47.63523198792908,5.636363636363637,0.8712782859802246,0.8699729641278585,2.846337388185912,0.8530831136569018,0.4302263727809298,0.0580050663802593,4.721991701244813,4.0,2.429395912126396,21.90909090909091,16.0,17.09574399696946,1.4273858921161826,1.0,0.7756118000425748,241,125,0.5186721991701245,1176,11,7.2.1.1,Fact-finding with the employer,Chapter 7 - Misconduct,"To determine whether or not a claimant was dismissed for reasons of  misconduct, the employer is asked to provide the Commission with information  concerning the reason for the termination of employment, specifying, among  other things: \n\nwhat actions  or omissions caused the employer to dismiss the employee; (i.e. their exact  nature, context and background)\nwhy the employer felt that such actions or omissions  warranted dismissal of the employee\nwhether such action  or omission violated a provision of the contract of employment or a policy or  rule of the employer or an essential condition of the employment\nwhat information the employer relied on to conclude  that the employee committed the action  or omission in question (i.e. testimony, investigations, reports, other sources  of information)\nwhether the person in question had been previously  informed of the employer's rules, policies, requirements or expectations\nwhat reasons the claimant gave for these actions or omissions\nif the employer became aware of such action or omission some time before  dismissing the employee, and the reason for the time elapsed before the  termination of employment (details of the dates involved should be obtained)\n\nCriminal offences or  violations of employment statutes do not generally give rise to different  procedures or a different line of questioning for the fact-finding with regard  to the termination of employment. In some instances, obtaining the appropriate  information concerning a person's actions may prove difficult. The employer  may, for example, be reluctant to provide information if a Court or labour  arbitration decision is still pending. \nThe officer will make the  need for detailed information clear to the employer, particularly with regard  to the actions attributed to the claimant and in what context the incidents  occurred. Unless a Court has ordered a publication ban, the employer should be  able to divulge sufficient information without adversely affecting any action  or proceedings against the claimant. For example, it is not necessary to  provide all the details of an inquiry or the list of those named as witnesses. \nIn some instances the  information at the employer's disposal may be limited, such as when the incident  occurred outside the work place.  A mere  disclosure of the charges with no further detail does not generally provide  enough information concerning the actions or omissions attributed to the  claimant or the elements relied upon to conclude that the claimant committed  such actions or omissions (A-130-96, CUB 76247). Depending on  the circumstances, a newspaper article describing the events and the alleged  involvement of a person may constitute a valid written form of hearsay where  information or details cannot be obtained from persons with more direct  knowledge of the events. \nWhen the employer refuses to provide  information related to the reason for separation, they are advised that failure  to do so may result in the claimant receiving benefits.",0.90652865
445,445,445,"The officer will talk to the person asking for details about why they stopped working and will let them challenge what the employer said by asking things like:
- Do you agree with why the employer said they let you go?
- What do you have to say about what they claimed you did wrong?
- Were you aware of the company's rules, policies, and expectations?
- Did you know that what you did could get you fired?
- What were the circumstances when the issue happened?
- Are there any witnesses who saw what happened?

Sometimes, the person may not want to explain why they left their job. But the law says they have to show that they didn't do anything wrong to lose their job. If they don't cooperate, they might not get benefits, but this should only happen if all other ways to get the information have already been tried.",78.60411255411255,8.671948051948053,9.2995712137729,12.084848484848486,11.130281385281386,7.6740259740259695,39.95238095238095,3.6666666666666665,0.9075970888137818,0.8841123133897781,2.8460489993098688,0.3161038157166407,0.4198951863354037,0.0921278021291651,4.188311688311688,4.0,2.1037056992564724,25.666666666666668,25.5,9.177266598624136,1.207792207792208,1.0,0.5545013516937453,154,87,0.564935064935065,674,6,7.2.1.2,Fact-finding with the claimant,Chapter 7 - Misconduct,"The officer will ask the claimant for information regarding the reason  for separation and provide the opportunity to rebut the employer's statement by  questioning, among other things:\n\nwhether or not the claimant corroborates the reasons  given by the employer for the termination of employment\nwhat the claimant has to say about the actions or omissions attributed to them  and that are given as the reason for the dismissal\nwhether or not the claimant was aware of the employer's  rules, policies, expectations or requirements in this respect\nwhether the claimant was aware that the action or  omission could result in their dismissal (A-189-09)\nunder what circumstances the action or omission attributed to the claimant occurred\nwhether there were any witnesses or persons who  could testify with regard to the events\n\nThere may be  instances in which the claimant refuses to provide a reason for the separation  or information concerning the termination of employment. Because the  legislation requires that the claimant prove there are no disqualifying events  surrounding the separation from employment, a refusal to provide such  information may result in a denial of benefits (EIA 49(1), EIA 50(5)).  This  however should only be used as a last resort when all reasonable attempts to  obtain the information have been unsuccessful.",0.91286457
446,446,446,"The officer will figure out if the information is believable by checking if it is real, logical, and based on facts rather than just guesses or opinions. The source of the information is very important. Statements from someone who directly experienced the events will be seen as more reliable than statements from someone who wasn't involved. Statements from the employer are not more important than statements from the person making the claim. It's important to look at all statements without bias. \nThe information gathered will help the officer figure out why the person lost their job - if it was because of the person's actions or if there might be another reason. \nThe officer can only make a decision about whether the person was fired for misconduct after getting all the needed information and hearing from both the person and the employer. \nThe officer needs to decide when the focus shifts from conflicting information to deciding whose story is more believable based on the evidence.",62.22262195121952,9.673292682926832,11.93303328291395,12.834146341463416,12.255121951219516,12.012682926829264,47.329268292682926,5.5,0.8342145340783256,0.8368819653987885,2.5245237729160257,0.6135574969403853,0.5200721533460169,0.061642495419813,4.975609756097561,4.0,2.5684559742405817,20.5,22.0,8.200609733428363,1.4634146341463414,1.0,0.7916503593715845,164,92,0.5609756097560976,834,8,7.2.2,Step two: Evaluate the evidence without prejudice,Chapter 7 - Misconduct,"The officer will determine  the credibility of the information by assessing what information is genuine,  reasonable, plausible, and based on the facts, rather than mere presumptions,  suppositions or opinions. Particular attention will be paid to the source of  the information. Statements from someone with direct knowledge of events will  prevail over statements from another who was not a participant. \nStatements from the employer carry neither more nor less  weight than those from the claimant. It is necessary to objectively examine all  statements. \nThe information gathered should enable the  officer to objectively ascertain the reason for the separation from employment,  whether the actions or omissions  attributed to the claimant are in fact more a pretext or excuse, or whether  they are the direct cause of the termination of employment.\nOnly when the officer is satisfied that all the  relevant information is on file and both the claimant and the employer have  been given the opportunity to provide their statement and/or rebuttal, can the  decision be made, regarding whether or not the claimant was dismissed due to  misconduct.\nThe officer must determine the point at which  the information ceases to be an issue of contradiction and becomes an issue of  credibility or weight of evidence.",0.99000156
447,447,447,"Misconduct doesn't have to be proven as strongly as in criminal law, but it needs to be more likely than not according to civil law standards when it comes to the Employment Insurance Act.

A person can be disqualified from getting benefits if two questions can be answered with a yes:
1. Does the information show that the person did something wrong as defined by the law?
2. Does the information show that the person lost their job because of what they did wrong?",71.95875000000004,8.625833333333336,11.698219412168324,12.83793103448276,9.746724137931036,8.183908045977017,41.29022988505747,4.25,0.7616825699806213,0.7435224652290344,2.948787409700722,0.4108583514239883,0.5051783871443314,0.0224566433884687,4.310344827586207,4.0,2.6536045527684125,21.75,18.0,7.725768570181222,1.3333333333333333,1.0,0.7530270967429518,87,59,0.6781609195402298,385,4,7.2.3,Step three:  Make the decision based on the weight of evidence,Chapter 7 - Misconduct,"Misconduct or the  lack thereof, need not be proven beyond a reasonable doubt as is the standard for criminal law; rather, it is the ordinary civil law standard of the 'balance  of probabilities' that is applicable under the EI Act. This expression has been  defined as follows:\n\n...evidence which is of greater weight or more convincing than the evidence which is offered in opposition to it...With respect to burden of proof in civil actions, means greater weight of evidence, or evidence which is more credible and convincing to the mind. That which best accords with reason and probability\u2026It is that degree of proof which is more probable than not (Black's Law Dictionary, 5th edition, 1979).\n\nA decision to  disqualify someone from receiving benefits may be made if the officer is able  to answer yes to both of the following questions:\n\nDoes  the information in the file support the finding that the claimant committed  actions or omissions as defined by the interpretation given to the word  misconduct?\nDoes  the information in the file support the finding that the claimant lost their  employment because of these actions or omissions?",0.9986268
448,448,448,"Subsection 49(2) of the EI Act says that if an issue comes up about disqualification and both the person applying for benefits and their employer have provided equal evidence, then the person applying for benefits will get the benefit of the doubt. This means that the person will be given the benefit of the doubt in cases where it's hard to pick which side is more believable. The benefit of the doubt is not automatically given just because there are different versions of an incident. The officer has to figure out which version is more believable. If one version is seen as more believable, that side wins. If not, the benefit of the doubt goes to the person applying for benefits.
To decide which story is more believable, evidence is usually used. For instance, if an employer has five witnesses who saw something happen but the person applying for benefits says differently, the employer's side would usually be considered more believable because they have supporting evidence. Even if the stories seem to contradict each other, they might still lead to the same decision about why the person left their job.",58.13800065445028,11.081459424083771,13.81666964889586,15.413874345549738,12.873835078534029,10.882513089005233,47.958769633507856,5.75,0.8675976055009025,0.8679781754811605,2.878979232268706,0.9487812641618356,0.4832986579697106,0.050759391654738,4.74869109947644,4.0,2.5272723669249326,23.875,24.5,10.01795263514457,1.4712041884816751,1.0,0.8108931893842656,191,99,0.518324607329843,928,8,7.2.3.1,Benefit of the doubt,Chapter 7 - Misconduct,"Subsection 49(2) of the EI Act is very clear on the action to be  taken if there is an issue of disqualification and the evidence presented by  the claimant and by the employer are   equally balanced:  the benefit of  the doubt is given to the claimant.\nAfter gathering  and evaluating the available information, the officer will decide in favour of  the version of the facts which seems most credible given the  circumstances.  In some cases, the  officer may feel that the accounts of the parties are equally credible, making  it impossible to choose one version over another. \nThe benefit of  the doubt is not given simply because there are contradictory versions of an  incident or event. The officer must first determine whether or not one version  is more credible than the other. If yes, the decision is made on the basis of  the version of the facts the officer deems to be more credible. If not, the  benefit of the doubt is given to the claimant.\nThe method to determine credibility is often  based on the evidence.  For example, if  the employer has the names of five individuals who witnessed an altercation but  the claimant alone disputes their version, the employer's version of events  would be considered more credible, as there is supporting evidence (CUB 76736).\nIt should be noted that the versions given by the  parties, even if they appear contradictory, may not necessarily be incompatible  with respect to determining the reason for the separation from employment. Contradictory  versions may lead to the same decision about the reason for separation.",0.97207457
449,449,449,"To prove misconduct in the workplace, a few things need to be shown: 
1. The behavior broke the rules of the relationship between employer and employee. 
2. The behavior was done on purpose. 
3. There is a clear link between the behavior and being fired. 
4. The behavior wasn't just an excuse for getting rid of the employee.
So, the facts need to show:
- There was a specific incident where the employee's actions led to them being fired or suspended. 
- The behavior had a significant negative impact on the employer. 
- The behavior broke the rules of the employer-employee relationship. 
- The employee's actions were done on purpose. 
- The behavior was the real reason for the job loss, not just an excuse. 
When we talk about conduct in this case, we mean personal actions. It can be something you did or something you didn't do, but it's always a choice. Conduct doesn't mean good or bad behavior – it just means that the behavior was on purpose and not influenced by something external. Conduct is what you choose to do.",70.40721726190478,6.373488756613757,10.686352973137792,10.650925925925923,4.512440476190477,6.707513227513228,35.09292328042328,2.75,0.6511372576157252,0.7115997294230121,2.24542757895699,0.9663424624755704,0.4923190657381834,0.0799749116538624,4.253968253968254,3.0,2.5446380225208567,11.8125,12.5,6.074729932268594,1.470899470899471,1.0,0.8941016214450231,189,91,0.4814814814814814,850,16,7.2.4,Elements to consider in a finding of misconduct,Chapter 7 - Misconduct,"To establish misconduct, it must be  shown \n\n(a) that the conduct in question constituted a breach of the  employer-employee relationship\n(b) that the conduct was wilful \n(c) that there  was a causal relationship between the alleged conduct and the dismissal \n(d)  that the conduct alleged to be misconduct was not a mere excuse or pretext for the dismissal (CUB 41256, A-385-11, A-462-10)\n\nTherefore the documented facts must establish  that:\n\nthere was a specific incident which served as a  breaking point where the employee's conduct resulted in loss of employment  (dismissed or suspended)\nthe conduct had a material and adverse effect on  the employer\nthe conduct constituted a breach in the  employer-employee relationship\nthe action was wilful and/or intentional on the  part of the claimant; and\nthe conduct was the real reason for the loss of  employment and not an excuse or pretext\n\nThe term conduct in this context refers to personal behaviour.   Conduct can be an action or  omission, but is always voluntary.   Conduct does not mean good or bad behaviour.  It only means that the behaviour is  intentional and not forced by external influence.  Conduct is a behaviour over which an individual exercises control.",0.9876623
450,450,450,"In order for someone to be fired or suspended from their job, there needs to be clear evidence that they did something against their employer's rules or expectations. Just being unhappy with their attitude or vague complaints about their work is not enough to justify firing them. A person can only be let go if there is a specific incident that they did wrong, or if there were a series of related incidents that led up to them being fired.",66.61583333333336,10.5925,12.45797560212912,14.66666666666667,12.803958333333334,9.182499999999996,45.41666666666667,5.0,0.9189727604389192,0.9065594673156738,2.711290322580645,0.6528984975815875,0.482642089093702,0.0830698333587986,4.4375,4.0,2.3175620272173947,26.666666666666668,28.0,5.792715732327588,1.3375,1.0,0.6881814804250402,80,56,0.7,362,3,7.2.4.1,Incident as a breaking point,Chapter 7 - Misconduct,"Evidence must show an identifiable incident in which the claimant acted or failed to act in accordance with the employer's expectations or direction.  Dissatisfaction or vague complaints about attitude or competence do not constitute proof of dereliction of duty or improper behaviour.  Dismissal or suspension must occur in response to a specific incident, or, in the case of progressive discipline, a series of related events ending with a final incident.",0.9980374
451,451,451,"To determine if an employer's claim of misconduct is valid, it needs to be shown that the behavior in question impacts the working relationship and hinders the employee's job performance. Misconduct can vary, ranging from causing the employer to doubt the employee's honesty and loyalty to failing to meet specific job requirements, like losing a driver's license when one is needed for the job.",40.84562500000004,15.511875000000003,,20.3,18.04640625,12.583125,66.375,11.0,0.9411980509757996,,3.4536199095022626,0.2228506787330315,0.4513574660633484,0.0101809954751131,4.984375,4.0,2.786643296041853,32.0,32.0,2.0,1.578125,1.0,0.8624943387495364,64,48,0.75,332,2,7.2.4.2,Adverse effect,Chapter 7 - Misconduct,"In order to arrive at a conclusion or finding of misconduct, the conduct alleged by the employer must directly affect the employment relationship, and it must somehow interfere with the employee's ability to perform job duties.  The alleged misconduct can take many forms.  It might be as basic as affecting the employer's ability to trust the employee's intention to act legally and in the employer's interest.  It might also be very specific such as losing one's driver's licence when a valid driver's permit is a requirement of the job.",0.995492
452,452,452,"An employment relationship is like a deal between a worker and a boss. This deal can be written down, spoken out loud, or just understood. It says what each person needs to do. Both the worker and the boss need to trust that each will do what they promised. For example, the worker expects to get paid on time, while the boss expects the worker to show up on time and work until the shift is over.

Sometimes, the deal between the worker and the boss can be broken by either side or by something outside of work. Just because there was a problem doesn't always mean someone did something wrong. Wrongdoing, or misconduct, happens when the worker does something so bad that they can't keep working there. One boss might let something slide that another boss wouldn't.",84.03946442845725,5.374340527577939,7.793537801064561,7.904396482813749,6.792581934452436,7.876258992805752,32.710631494804154,2.6666666666666665,0.7780484557151794,0.7164851682526725,2.484356802302241,0.3823398381413414,0.4537453427425721,0.0780941662150489,4.35251798561151,4.0,2.178585473866633,15.444444444444445,13.0,6.020540970730696,1.266187050359712,1.0,0.5571709057816757,139,86,0.6187050359712231,630,9,7.2.4.3,Breach in employer-employee relationship,Chapter 7 - Misconduct,"Any employment relationship can be called a contract between  employee and employer.  Whether written,  verbal or unstated, this contract is an agreement about the duties and  responsibilities each party owes the other.   Each party must be able to trust that the other will fulfill those  duties and responsibilities. It can be in the form of a nonverbal understanding,  such as the employee expecting a pay cheque on pay day, or the employer  expecting staff to arrive on time and stay until the end of the shift.\nA breach of the employer-employee relationship may occur on  either side of the relationship, or may be an event external to the  employment.  The simple existence of a  breach does not mean there has been misconduct.   Misconduct means the employee behaved in a manner such that the work  relationship could not continue.  One  employer may tolerate a behaviour that is defined as misconduct under the case  law, while another may not.",0.98053634
453,453,453,The Commission needs to prove that an employee's behavior caused a significant problem in their job and that the employee is at fault. It also needs to show that the behavior was intentional or done on purpose. Intentional behavior means that the employee did something on purpose or was so careless that it seemed like they did it on purpose. It doesn't matter if the employee meant to harm the employer. The key point is that the employee knowingly did something wrong and chose to keep doing it. Other circumstances may affect whether the behavior is seen as misconduct.,61.05113636363637,8.842979797979797,12.45797560212912,13.064646464646469,8.895151515151515,9.964848484848485,41.75252525252525,4.166666666666667,0.8842868208885193,0.8268806636333466,2.5296153846153846,0.2983776628259234,0.471602564102564,0.0442009530372064,4.686868686868687,4.0,2.6539334811089,16.5,15.5,5.024937810560445,1.5252525252525253,1.0,0.9248907589704726,99,58,0.5858585858585859,475,6,7.2.4.4,Wilfulness,Chapter 7 - Misconduct,"Once the Commission establishes the existence of conduct that  has caused a breach in the employment relationship for which the claimant is  personally responsible, it must still establish the voluntary, knowing or  wilful nature of that conduct.   Wilfulness exists when the employee acted (or failed to act)  deliberately.  Wilfulness also exists  when the action was so negligent or careless that it appears deliberate.\nWilfulness means that the evidence reasonably leads to the conclusion  the claimant knew the conduct was prohibited or neglectful, but chose to  continue the course of conduct anyway.   It does not matter whether or not the claimant meant to harm the  employer.  Intent is irrelevant in a  finding of wilfulness (A-296-03, A-51-10; CUB 55140). Wilfulness means only that the employee acted deliberately and without  coercion.  A finding of misconduct may be  affected if there are other factors that explain or mitigate the behaviour (A-440-10).",0.99449027
