,Unnamed: 0,section_text,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,section_number,section_title,section_chapter
10,10,"In order to establish a benefit period, an insured person must have had an interruption of earnings (Digest  Chapter 2) and accumulated the required number of hours of insurable  employment in their qualifying period.",24.595000000000027,18.772222222222226,,22.177777777777777,20.12,12.777777777777777,66.55555555555556,11.0,3.35,0.0,0.425,0.0,,,5.0,5.0,3.126943839882286,36.0,36.0,0.0,1.7222222222222223,1.0,0.9606453592105878,36,30,0.8333333333333334,182,1,1.2.0,Establishing a benefit period,Chapter 1 - Basic concepts
11,11,"The qualifying period is the shorter of the 52-week period immediately before the start date of an EI claim, or the period since the start of a previous claim.The qualifying period may be extended for periods during which claimants were not receiving EI benefits and are able to show that they were unable to work due to one of the following reasons:because of illness, injury, quarantine, or pregnancy,incarceration, if they were not found guilty of the offence that resulted in their incarceration,because they were in receipt of assistance under the EI program (such as attending a course or other employment-related activity, authorized by the EI Commission or a designated third party), orin receipt of payments under a provincial law for preventative withdrawal (applicable only in Quebec).Detailed information related to extensions of the qualifying period is available in section 1.3 of this Digest.",-6.035810810810773,32.48486486486486,,36.62702702702703,39.40641891891892,13.557567567567563,103.72972972972973,22.0,3.901515151515152,0.7196969696969697,0.4659090909090909,0.0113636363636363,0.905584990978241,,5.0608108108108105,4.0,3.062913185257406,74.0,74.0,44.0,1.6283783783783785,1.0,0.9535169991356284,148,91,0.6148648648648649,766,2,1.2.1,Qualifying period,Chapter 1 - Basic concepts
12,12,"The number of hours needed to establish a claim for EI regular benefits (known as the  entrance requirements) is based on the regional variable entrance requirements (VER) for all claimants.The VER establishes the minimum number of insurable hours required to qualify for benefits. The VER is based on the regional rate of unemployment in the region where the claimant ordinarily resides.A claimant will need to have accumulated between 420 and 700 hours of insurable employment during their qualifying period, to be eligible to receive EI regular benefits (EI Act  7(2)). The exact number is found in the Table of Required Hours of Insurable Employment and is dependent on the applicable regional rate of unemployment.Claimants who have had a violation assessed on a previous claim may be required to meet increased entrance requirements. A violation has a potential effect on the number of hours required to qualify.",48.79562913907285,11.81226111636708,15.343465313023842,17.10539262062441,12.999290444654685,12.344635761589403,54.684011352885534,7.142857142857143,2.6975522138680037,0.7408287165697134,0.4970927318295738,0.081473443599347,0.8029678960641226,0.8780827641487121,5.0198675496688745,4.0,3.0153474944454137,21.571428571428573,19.0,6.7370434986009125,1.609271523178808,1.0,0.9205059790142546,151,73,0.4834437086092715,771,7,1.2.2,Required number of hours to qualify - variable entrance requirement,Chapter 1 - Basic concepts
13,13,"Under the EI Act the Commission can impose penalties or prosecute persons who receive or try to receive benefits by knowingly making false or  misleading statements.  In addition, the act  provides for the imposition of a violation, depending on the severity of the  false statements, and the individual's personal circumstances (EI Act  7.1(4)).  Once a violation has been  imposed, the claimant may need to work more hours to qualify for EI benefits in  the future.Increased entrance requirements affect all claim types, including claims  for sickness, maternity, parental, compassionate care, family caregiver,  fishing, and self-employment special benefits.There are two types of violations; classified and unclassified. Unclassified violations have no impact on future claims unless there is a further finding of misrepresentation.Classified violations range from minor to subsequent and establish a progressively higher threshold to qualify for benefits - the more serious the  violation, the more hours needed to establish a claim (EIA 7.1(6)).A violation will not be taken into consideration when calculating the number of hours required to establish a  claim when:the Notice of Violation was issued more than 260 weeks  before the date the initial claim was made; ortwo initial claims for benefits have been established since  the date the Notice of Violation was issued (EI Act  7.1(3)).",33.78960352422911,16.602517306482067,17.77360955136429,21.07715544367527,18.79076148521083,13.25709251101322,62.82504719949654,9.857142857142858,2.963945170802336,0.8070010482701216,0.486501203687442,0.0313124891280017,0.7817256351312002,0.7822096943855286,5.096916299559472,4.0,3.1426214830847474,32.42857142857143,25.0,26.070547930332324,1.656387665198238,1.0,1.009204855331198,227,121,0.5330396475770925,1175,7,1.2.3,Increased entrance requirement sanction,Chapter 1 - Basic concepts
14,14,"In order to calculate the regional rates of unemployment, the country has been divided into 62 economic regions. The unemployment rate applicable to each region is determined by Statistics Canada. It is the average of the seasonally adjusted monthly unemployment rate for the last three month period. Regional rates of unemployment are updated every 4 weeks (EI Regulations 17(1.1)(a))The rate that applies to a claimant is the rate assigned to the economic region where the claimant ordinarily resides during the week before their claim starts. If, in this week, the claimant's ordinary place of residence was outside of Canada, the economic region used is the one in which the claimant last worked in insurable employment (EI Regulations 17(1.1)(b)).EI economic regions ensure that people residing in areas of similar levels of unemployment are subject to comparable EI rules in terms of eligibility for benefits and the number of weeks they may receive. Subsection 18(2) of the EI Regulations requires that EI regional boundaries be reviewed every five years to ensure that they reflect current labour market conditions and geographic representation of communities across Canada.When there is an increase in the regional rate of unemployment in a region, the number of hours a claimant needs to qualify for benefits decreases. Conversely, when the rate decreases the number of insurable hours required to qualify increases.",42.347256165919305,14.277662556053812,16.373557378465907,18.86300448430493,17.557096412556056,14.410224215246636,60.61042600896861,9.125,2.8227674082453493,0.6095059416134266,0.4930648701788407,0.0562958407687608,0.9047984906605312,0.9095917642116548,5.318385650224215,5.0,3.0174341094110297,27.875,22.0,16.72152430252697,1.609865470852018,1.0,0.9304473488045544,223,117,0.5246636771300448,1205,8,1.2.4,Regional rate of unemployment,Chapter 1 - Basic concepts
15,15,"The expression ordinarily resident is not defined in the legislation. Taking the meaning of the word resident, it refers to  the place in which a claimant has settled (EI Regulations 17(1) and 17(2). The modifier ordinarily clearly excludes from the definition, any location in a place in which a person has no permanent  residence, or places where a person only occasionally or periodically stays.In the case of a married person who is frequently employed away from home, the ordinary residence of that person is the place in which the spouse  and children reside. For an individual who lives alone or has no  family obligations, the place in which that individual has settled is the place  of ordinary residence; any stay in other locations, even of lengthy duration, does not change this. Therefore, the claimant's stated residence is not always  regarded as the ordinary residence (CUB 66347; CUB 69769).A change in residence normally occurs when a person leaves an area with the intention of settling permanently elsewhere and takes along all personal  belongings. Sometimes, even the place in which the person temporarily resides  before settling permanently may be regarded as the ordinary residence.When a claimant's residential and mailing addresses differ, the applicable economic region is the address of the residence.",47.70690924657535,13.405884703196346,15.742502247213078,18.07328767123288,15.78599315068493,12.49187214611872,57.51198630136986,8.25,3.1481453030248945,0.658283234863634,0.44379230163057,0.0123535626788807,0.9092711806297302,0.9235429565111796,4.995433789954338,4.0,2.894645847684268,27.375,27.5,10.487343562599635,1.552511415525114,1.0,0.9069647275351858,219,111,0.5068493150684932,1114,8,1.2.5,Ordinary residence,Chapter 1 - Basic concepts
16,16,"When a claimant does not meet the entrance  requirements, a benefit period cannot be established.       The most common reasons why a benefit period cannot  be established are: a claimant has less than the minimum number of insurable hours required to qualify; the claimant does not meet the VERa claimant is applying for special benefits and does not have 600 hours of insurable employment in their qualifying period the claimant does not have an interruption of earning in the qualifying period the last record of employment was not submitted. In these situations, claimants are sent a notice informing them that under the current rate of unemployment, they were unable to qualify for benefits.When there is an increase in the regional rate of unemployment, the number of hours a claimant needs to qualify for benefits  decreases. Therefore, it is possible that claimants who could not establish a claim for benefits because they did not have enough insurable hours, may eventually qualify without working and accumulating additional hours.",40.100395348837225,16.21204651162791,17.58133193835471,21.20186046511628,19.45691860465116,12.910465116279068,65.7953488372093,10.8,3.295240489358136,0.7647650568029315,0.4655873973521032,0.0697770093730479,0.892357274889946,0.8936145901679993,5.02906976744186,4.0,2.847739465769287,34.4,24.0,20.713280763799823,1.558139534883721,1.0,0.903541496747089,172,88,0.5116279069767442,869,5,1.2.6,Benefit period not established,Chapter 1 - Basic concepts
17,17,"A Record of Employment (ROE) provides information on employment history. It is the single most important document used by the Commission when establishing a claim for benefits.Information contained on the ROE is used to determine whether a person is eligible to receive EI benefits, what the benefit amount will be, and for how long the benefits may be paid. The ROE also plays an important role in controlling the misuse of EI funds.A ROE must be issued each time an employee experiences an interruption of earnings (Digest - Chapter 2) or when Service Canada requests one (EI Regulation 19). A ROE must be issued even if the employee has no intention of filing a claim for EI benefits (ROE Guide).",57.018725895316834,10.31632231404959,13.81666964889586,15.008815426997243,10.568457300275483,10.09123966942148,46.612947658402206,5.333333333333333,2.8737090455840453,0.6944361990091433,0.4991452991452991,0.0382074545012841,0.7255146026611328,0.6476064622402191,4.652892561983471,4.0,2.899731374853249,20.166666666666668,19.0,7.646713164636308,1.5289256198347108,1.0,0.8914134023962863,121,75,0.6198347107438017,580,6,1.2.7,Record of employment,Chapter 1 - Basic concepts
18,18,"Once a benefit period has been established, a claimant is regarded as a major attachment claimant when they have  accumulated at least 600 hours of insurable employment in their qualifying  period (EI Act 6(1)). The claimant is regarded as a minor attachment claimant when they have accumulated less than 600 hours in their qualifying period, but the  minimum number of hours for the type of benefits requested, has been met (EI Act 6(1)).FBoth major and minor attachment claimants may qualify for regular benefits (EI Act 9).  However, only major attachment claimants may  qualify for maternity (EI Act 22), parental (EI Act 23), compassionate care (EI Act 23.1), or family caregiver benefits for children (EI Act 23.2) or adults (EI Act 23.3).A major attachment claimant qualifies for sickness benefits when the reason they stopped working  was due to illness.  However, a minor  attached claimant who stops working due to illness is not entitled to sickness  benefits (EI Act 21(1)).",37.30545658682637,18.427829341317366,17.971250198000288,23.167065868263474,21.97967065868263,11.623473053892209,72.88772455089821,13.0,4.50460410038883,0.8162955863110807,0.4283192922508935,0.042729130329372,0.8872273961702982,0.8182374238967896,4.784431137724551,4.0,2.870706396571734,41.75,45.0,13.681648292512127,1.502994011976048,1.0,0.8325291636617766,167,81,0.4850299401197604,820,4,1.2.8,Major versus Minor Attached,Chapter 1 - Basic concepts
19,19,"Claimants must work a minimum number of insurable hours in their qualifying period to be eligible for benefits. Claimants who were prevented from working in insurable employment, due to one of several grounds, during any week of their qualifying period, may have their qualifying period extended.  An extension cannot be granted for any week during which one of these grounds applied, if the claimant was in receipt of EI benefits or Quebec Parental Insurance Plan benefits for that same week.An extension of the qualifying period can make the difference between whether or not a claimant has sufficient insurable hours to qualify, and can affect the number of weeks of benefits a claimant may receive. An extension of the qualifying period may also allow a claimant to qualify to receive special benefits.There are four grounds under which the qualifying period may be extended. It is the  claimant's responsibility to show that one of these grounds applies in their particular case (EI Act 8(2)).The qualifying period may never be extended beyond the start date of any prior benefit period (EI Act  8(1)(b)), and the extended qualifying period may not exceed 104 weeks in total (EI Act  8(7)).",45.20044554455447,14.123691654879774,16.084390811093357,18.671570014144272,15.825749646393213,11.671881188118814,58.06506364922207,8.428571428571429,3.319510108983793,0.5942040798754693,0.4398210450842029,0.0494688800141218,0.8821382621924082,0.8688800930976868,4.846534653465347,4.0,2.675746008918762,28.857142857142858,29.0,13.912261513074114,1.5643564356435644,1.0,0.9110525039935076,202,94,0.4653465346534653,997,7,1.3.0,Extension of qualifying period,Chapter 1 - Basic concepts
20,20,"The qualifying period may be extended when claimants are able to show  that they were prevented from working due to one of the following (EI Act  8(2)):incapable of work because of an illness, injury, quarantine, or pregnancy;confined in a jail, prison or similar institution and not found guilty of the charge(s) that led to the confinement;receiving assistance under employment benefits;receiving payments under a provincial law for preventative withdrawal.The common rationale in these four grounds is incapability of working in insurable employment due to external circumstances beyond one's control.An extension of the qualifying period may be granted on any of these four grounds, provided one of the grounds occurred totally or partially during the period that may be extended, i.e. the 52 weeks of the qualifying period.Although there are good arguments that other reasons could also constitute grounds for extension, to accept them would be going beyond the scope of the legislation. Extensions  have been denied to claimants who worked reduced hours while awaiting surgery (CUB  64198), , who were taking  courses on their own initiative (CUB  53428), who were absent from Canada for some time (CUB  75264), or who were unemployed by reason of a strike or lock-out (CUB  53548).",34.49583886255925,18.931507109004745,17.58133193835471,22.946350710900475,23.33161137440758,13.037914691943126,69.21421800947869,11.4,3.1792301900997555,0.5790484192629937,0.481648785996612,0.0479294874415853,0.8633208572864532,0.8669727444648743,5.023696682464455,4.0,3.284951698511407,42.2,39.0,18.214280112043955,1.5308056872037914,1.0,0.9402776715860562,211,127,0.6018957345971564,1081,5,1.3.1,Grounds for extension,Chapter 1 - Basic concepts
21,21,"The incapacity for work that qualifies for extension purposes must be an illness, injury, pregnancy or quarantine that has made the claimant incapable of  performing the duties  not only of their  regular or usual employment, but also any other suitable employment (EI  Regulations 40(4), 41(2).The claimant must be able to provide medical proof as to the illness and the resulting incapacity, if requested by the Commission (CUB  73770). The same applies in the case  of incapacity resulting from pregnancy, injury or quarantine.Incapacity of a family member that requires the claimant's presence at  home and prevents the claimant from being employed in insurable employment is not  sufficient; it is the claimant's own incapacity for work or quarantine that  must be considered (CUB  63413).",30.16598997493736,20.06541353383459,19.287186520377343,24.95137844611529,23.861704260651628,12.401804511278195,76.6641604010025,14.333333333333334,3.1908811717458065,0.9809534482331548,0.5331915898889678,0.0806492657504442,0.8970746994018555,0.944023847579956,4.909774436090226,4.0,3.009905068361708,44.333333333333336,45.0,23.683092891108814,1.556390977443609,1.0,0.8877913274647375,133,75,0.5639097744360902,663,3,1.3.1.1,Incapacity for work,Chapter 1 - Basic concepts
22,22,"In order to qualify for an extension on this ground the claimant must  have been confined in a jail, penitentiary or other similar institution and  be able to provide proof that they were not found  guilty of the offence(s) that led to the confinement.  This could mean that the charges were later withdrawn,  or the claimant was in fact found not guilty, and therefore not convicted (EI Act  8(2)(b)).To qualify for this extension the claimant must provide a letter from the institution in which they were incarcerated, to prove the actual dates of incarceration.  The claimant must also provide proof that they have not been found guilty of the charge(s).  A letter from a claimant's lawyer or the provincial/territorial/federal court to prove that they were not found guilty of the offence(s), and confirming that the time served is not being credited to any other charges, is acceptable proof.  A charging document by itself is insufficient proof, as it does not reflect whether other charges are pending.If there is a stay of proceedings, or if the charges for which the claimant was held are withdrawn, and there is no finding of guilt, the claimant is considered not to have been found guilty.  In addition, if the time period during which the Attorney General can resume the proceedings has elapsed, and therefore the proceedings will no longer be pursued, the claimant would then be entitled to an extension, as they would not be found guilty.The claimant must not be found guilty of, not only the offence for which they were detained, but also any other offences related to the same event/incident (e.g. plea bargains or new evidence).  When a claimant is held for multiple offences, they must not be found guilty of any of the offences for which they were detained.",59.58428571428573,13.643492063492063,13.02386679866686,17.428571428571427,17.61638095238095,10.252952380952376,58.17460317460318,8.11111111111111,3.639731088087002,0.9111449273507324,0.4402094253875769,0.0474293018688709,0.9247663021087646,0.909789034298488,4.574603174603174,4.0,2.5924167956811277,35.0,37.0,12.092238098144705,1.3206349206349206,1.0,0.7051193144918371,315,126,0.4,1467,9,1.3.1.2,Confinement in a prison or similar institution and not found guilty of the charge(s),Chapter 1 - Basic concepts
